"","DOMENICK.S.PIZZERIA","X1015.ALLERTON.AVENUE.BRONX.NY.10469","long","lat"
"1579","CHINA WOK KITCHEN","63 AVENUE D,MANHATTAN NY,10009",-73.9774609,40.7221228
"1580","CHINA WOK KING CORP","512 E 180TH ST,BRONX NY,10457",-73.8944516,40.8507611
"1581","CHINA WOK II","10315 101 AVENUE,QUEENS NY,11416",-73.8394326,40.6863194
"1582","CHINA WOK II","2459 WEBSTER AVENUE,BRONX NY,10458",-73.8929631,40.8601607
"1583","CHINA WOK","888 5 AVENUE,BROOKLYN NY,11232",-74.0040444,40.6514667
"1584","CHINA WOK","5813 AVENUE T,BROOKLYN NY,11234",-73.9184276,40.6155741
"1585","CHINA WOK","3431 BOSTON ROAD,BRONX NY,10469",-73.8494737,40.8760426
"1586","CHINA WOK","199 EAST    3 STREET,MANHATTAN NY,10009",-73.9831015,40.7228305
"1587","CHINA WOK","47 EAST KINGSBRIDGE ROAD,BRONX NY,10468",-73.8962807,40.8670498
"1588","CHINA WOK","3839 EAST TREMONT AVENUE,BRONX NY,10465",-73.8199001,40.8243721
"1589","CHINA WOK","454 LENOX AVENUE,MANHATTAN NY,10037",-73.941944,40.8124743
"1590","CHINA WOK","20105 LINDEN BOULEVARD,QUEENS NY,11412",-73.7467113,40.6959922
"1591","CHINA WOK","22608 MERRICK BLVD,QUEENS NY,11413",-73.7436824,40.6770097
"1592","CHINA WOK","1486 WILLIAMSBRIDGE RD,BRONX NY,10461",-73.8455481,40.8442463
"1593","CHINA WANG RESTAURANT","109 WEST 225 STREET,BRONX NY,10463",-73.9105098,40.8746378
"1594","CHINA WANG","1343 OGDEN AVENUE,BRONX NY,10452",-73.9254569,40.8412305
"1595","CHINA VILLAGE RESTAURANT","94 BAXTER STREET,MANHATTAN NY,10013",-73.9998923,40.7170858
"1596","CHINA TOP","3563 BOSTON RD,BRONX NY,10469",-73.844572,40.8784594
"1597","CHINA TOKYO RESTAURANT","5908 AVENUE N,BROOKLYN NY,11234",-73.917907,40.6193303
"1598","CHINA THAI","867 FLATBUSH AVE,BROOKLYN NY,11226",-73.9586407,40.6509921
"1599","CHINA TASTES","627 SUTTER AVENUE,BROOKLYN NY,11207",-73.89578,40.6694481
"1600","CHINA TASTE","1570 2 AVENUE,MANHATTAN NY,10028",-73.9535755,40.7748937
"1601","CHINA TASTE","1812 HYLAN BOULEVARD,STATEN ISLAND NY,10305",-74.0935037,40.5847627
"1602","CHINA TACO DISH","6669 FRESH POND RD,QUEENS NY,11385",-73.8950747,40.702178
"1603","CHINA SUN","787 LIBERTY AVENUE,BROOKLYN NY,11208",-73.8807112,40.6769664
"1604","China Sun","1270A ST NICHOLAS AVE,MANHATTAN NY,10033",-73.9368744,40.8443933
"1605","CHINA STAR RESTAURANT","1784 JEROME AVE,BRONX NY,10453",-73.9115042,40.8484547
"1606","CHINA STAR QUEENS CHINESE RESTAURANT","105-38 ROCKAWAY BLVD,QUEENS NY,11417",-73.8333051,40.678414
"1607","CHINA STAR BUFFET","2179 RALPH AVENUE,BROOKLYN NY,11234",-73.9178517,40.6252049
"1608","China Star","145 1ST AVENUE,MANHATTAN NY,10003",-73.9852063,40.7282023
"1609","CHINA STAR","1370 PENNSYLVANIA AVENUE,BROOKLYN NY,11239",-73.8834678,40.6465839
"1610","CHINA SING","10916 SUTPHIN BOULEVARD,QUEENS NY,11435",-73.7981019,40.6913566
"1611","CHINA ROYAL","1377 65 STREET,BROOKLYN NY,11219",-73.9995412,40.6248079
"1612","CHINA RESTAURANT","937 UTICA AVE,BROOKLYN NY,11203",-73.9299266,40.6502664
"1613","CHINA RED GOURMENT","118 CHAMBERS STREET,MANHATTAN NY,10007",-74.0086093,40.7150231
"1614","CHINA PEKING RESTAURANT","80-11 JAMAICA AVENUE,QUEENS NY,11421",-73.8619334,40.6921982
"1615","CHINA PEKING HOUSE","4382 WHITE PLAINS ROAD,BRONX NY,10466",-73.8543438,40.8978941
"1616","CHINA PEARL SEAFOOD RESTAURANT","8222 45 AVENUE,QUEENS NY,11373",-73.8819596,40.7415064
"1617","CHINA PAVILION","302 TROY AVENUE,BROOKLYN NY,11213",-73.9369127,40.6687162
"1618","CHINA PANDA","351 NEW LOTS AVENUE,BROOKLYN NY,11207",-73.894041,40.661655
"1619","CHINA PAGODA","6918 5 AVENUE,BROOKLYN NY,11209",-74.0213606,40.633148
"1620","CHINA ONE RESTAURANT","677 5TH AVE,BROOKLYN NY,11215",-73.9928156,40.6616218
"1621","CHINA ONE RESTAURANT","4503 8TH AVE,BROOKLYN NY,11220",-74.0007191,40.6436472
"1622","CHINA ONE RESTAURANT","334 EAST GUNHILL ROAD,BRONX NY,10467",-73.8732772,40.878589
"1623","CHINA ONE RESTAURANT","199 IRVING AVENUE,BROOKLYN NY,11237",-73.9185681,40.7016322
"1624","CHINA ONE FRESH TACO","7317 5 AVENUE,BROOKLYN NY,11209",-74.0219169,40.6305002
"1625","CHINA ONE","106-61 160 STREET,QUEENS NY,11433",-73.7943404,40.697525
"1626","CHINA ONE","5602 4TH AVE,BROOKLYN NY,11220",-74.0165008,40.6431564
"1627","CHINA ONE","8901 FLATLANDS AVE,BROOKLYN NY,11236",-73.9068111,40.63998
"1628","CHINA NO. 1 CHINESE RESTAURANT","9602 CHURCH AVENUE,BROOKLYN NY,11212",-73.9151156,40.6555836
"1629","CHINA NEW STAR RESTAURANT","1640 FOREST AVE,STATEN ISLAND NY,10302",-74.1432402,40.6246431
"1630","CHINA NEW STAR","2212 FLATBUSH AVENUE,BROOKLYN NY,11234",-73.9296574,40.6160521
"1631","CHINA NEW STAR","1640 FOREST AVENUE,STATEN ISLAND NY,10302",-74.1432402,40.6246431
"1632","CHINA MOON CHINESE RESTAURANT","21613 LINDEN BLVD,QUEENS NY,11411",-73.742963,40.696278
"1633","CHINA MOON","7 EAST 47 STREET,MANHATTAN NY,10017",-73.9777607,40.7565634
"1634","CHINA MOON","1068 RUTLAND RD,BROOKLYN NY,11212",-73.9241365,40.6637998
"1635","CHINA MIA EXOTIC ASIAN FOOD, YOGURT & JUICE BAR","2232 WHITE PLAINS RD,BRONX NY,10467",-73.8672591,40.8585192
"1636","CHINA LONG","197 NEPTUNE AVE,BROOKLYN NY,11235",-73.9607958,40.5820089
"1637","CHINA LOCAL CUISINE","59 DIVISION ST,MANHATTAN NY,10002",-73.9948822,40.7142096
"1638","CHINA KITCHEN","2851 86TH ST,BROOKLYN NY,11223",-73.9772912,40.5922051
"1639","CHINA KITCHEN","749 ASTOR AVENUE,BRONX NY,10467",-73.8658093,40.8598382
"1640","CHINA KITCHEN","3312 CHURCH AVENUE,BROOKLYN NY,11203",-73.9462055,40.6507994
"1641","CHINA KINGS 70TH STREET","7001 BEACH CHANNEL DR,QUEENS NY,11692",-73.7992346,40.5924947
"1642","CHINA KINGS","7001 BEACH CHANNEL DRIVE,QUEENS NY,11692",-73.7992346,40.5924947
"1643","CHINA KING RESTAURANT","1254 CASTLE HILL AVENUE,BRONX NY,10462",-73.8511885,40.8335666
"1644","CHINA KING ODGEN RESTAURANT","1377 OGDEN AVE,BRONX NY,10452",-73.9246841,40.8420608
"1645","CHINA KING KITCHEN 88","13123 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032151,40.674533
"1646","CHINA KING HILLSIDE","17545 HILLSIDE AVE,QUEENS NY,11432",-73.7862887,40.7123853
"1647","CHINA KING GUO'S RESTAURANT","582 NOSTRAND AVENUE,BROOKLYN NY,11216",-73.9498688,40.6788289
"1648","CHINA KING FOOD","8902 165 STREET,QUEENS NY,11432",-73.7964524,40.7071467
"1649","CHINA KING EXPRESS","14613 ARCHER AVENUE,QUEENS NY,11435",-73.8082319,40.700688
"1650","CHINA KING CHINESE RESTAURANT","22219 BRADDOCK AVENUE,QUEENS NY,11428",-73.737279,40.729016
"1651","CHINA KING","285 3RD AVE,MANHATTAN NY,10010",-73.9833332,40.7381887
"1652","CHINA KING","14 BRADLEY AVENUE,STATEN ISLAND NY,10314",-74.1326375,40.6119267
"1653","CHINA KING","1213 E 233RD ST,BRONX NY,10466",-73.8429555,40.8896046
"1654","CHINA KING","17545 HILLSIDE AVENUE,QUEENS NY,11432",-73.7862887,40.7123853
"1655","CHINA KING","2026 LEXINGTON AVENUE,MANHATTAN NY,10035",-73.9384209,40.8034562
"1656","CHINA KING","600 MORRIS AVENUE,BRONX NY,10451",-73.9219348,40.8185376
"1657","CHINA KING","6805 NEW UTRECHT AVE,BROOKLYN NY,11219",-73.9982298,40.6209759
"1658","CHINA KING","2683 PITKIN AVENUE,BROOKLYN NY,11208",-73.8730389,40.6754231
"1659","CHINA KETTLE RESTAURANT","6606 AVENUE U,BROOKLYN NY,11234",-73.9105759,40.6175529
"1660","CHINA INN BUFFET","691 COOP CITY BOULEVARD,BRONX NY,10475",-73.8249813,40.8807885
"1661","CHINA HOUSE RESTAURANT","484 EAST  138 STREET,BRONX NY,10454",-73.9203836,40.8078023
"1662","CHINA HOUSE QUEENS TAKE OUT","20618 HILLSIDE AVE,QUEENS NY,11427",-73.7587652,40.7212574
"1663","CHINA HOUSE KITCHEN","41 LINCOLN RD,BROOKLYN NY,11225",-73.9615348,40.6609777
"1664","CHINA HOUSE CHINESE RESTAURANT","1624 MADISON AVENUE,MANHATTAN NY,10029",-73.948583,40.7952939
"1665","CHINA HOUSE","5501 METROPOLITAN AVE,QUEENS NY,11385",-73.8579674,40.7115816
"1666","CHINA HONG RESTAURANT","187 SMITH STREET,BROOKLYN NY,11201",-73.9910977,40.6854805
"1667","CHINA GUO KITCHEN","2107 CORTELYOU RD,BROOKLYN NY,11226",-73.9584845,40.6441227
"1668","CHINA GRILL","22012 HORACE HARDING EXPESSWAY,QUEENS NY,11364",-73.7574422,40.7486517
"1669","CHINA GRILL","51 WEST   52 STREET,MANHATTAN NY,10019",-73.9787406,40.7611474
"1670","CHINA GREEN DIM SUM RESTAURANT","368 W 46TH ST,MANHATTAN NY,10036",-73.9903812,40.7606324
"1671","CHINA GOURMET","877 8TH AVE,MANHATTAN NY,10019",-73.9852801,40.7639193
"1672","CHINA GOURMET","24515 FRANCIS LEWIS BOULEVARD,QUEENS NY,11422",-73.7346119,40.6646886
"1673","CHINA GLATT","4413 13 AVENUE,BROOKLYN NY,11219",-73.9892712,40.6373839
"1674","CHINA GARDEN RESTAURANT","1157 BROADWAY,BROOKLYN NY,11221",-73.9281581,40.6931953
"1675","CHINA GARDEN RESTAURANT","206 JAMAICA AVENUE,BROOKLYN NY,11207",-73.8925492,40.6803278
"1676","CHINA GARDEN RESTARANT","6692 FOREST AVENUE,QUEENS NY,11385",-73.9022403,40.7049841
"1677","CHINA GARDEN II","133 IRVING AVENUE,BROOKLYN NY,11237",-73.9215088,40.7033591
"1678","CHINA GARDEN CHINESE RESTAURANT","8045 KEW GARDENS ROAD,QUEENS NY,11415",-73.8299911,40.7134782
"1679","CHINA GARDEN CHINESE RESTAURANT","130 UTICA AVENUE,BROOKLYN NY,11213",-73.9308058,40.674524
"1680","CHINA GARDEN","3920 47 AVENUE,QUEENS NY,11104",-73.9257779,40.741665
"1681","CHINA GARDEN","2014 BATH AVENUE,BROOKLYN NY,11214",-74.0013098,40.6010359
"1682","CHINA GARDEN","1205 STRATFORD AVE,BRONX NY,10472",-73.875742,40.8295153
"1683","CHINA FUN CHINESE RESTAURANT","9504 101ST AVE,QUEENS NY,11416",-73.8457773,40.6843205
"1684","CHINA FUN","1221 2 AVENUE,MANHATTAN NY,10065",-73.962367,40.7637492
"1685","CHINA EXPRESS RESTAURANT","4106 AVENUE D,BROOKLYN NY,11203",-73.9376699,40.6414256
"1686","CHINA EXPRESS INN","15715 ROCKAWAY BLVD,QUEENS NY,11434",-73.7770042,40.6635461
"1687","CHINA EXPRESS","192 UNION AVE,BROOKLYN NY,11211",-73.9500773,40.7060492
"1688","CHINA DRAGON EXPRESS","3467 ATLANTIC AVE,BROOKLYN NY,11208",-73.8689573,40.6826937
"1689","CHINA DRAGON CITY","944A E 174TH ST,BRONX NY,10460",-73.886605,40.8368129
"1690","CHINA DRAGON","4320 18TH AVE,BROOKLYN NY,11218",-73.9766104,40.631203
"1691","CHINA DRAGON","1944 37 STREET,QUEENS NY,11105",-73.9275387,40.7465223
"1692","CHINA DRAGON","1615 CHURCH AVE,BROOKLYN NY,11226",-73.9644305,40.6490627
"1693","CHINA DOLL","2526 LINDEN BLVD,BROOKLYN NY,11208",-73.8705009,40.6671978
"1694","CHINA DOLL","1356 LORING AVENUE,BROOKLYN NY,11208",-73.8613949,40.6679086
"1695","CHINA DELIGHT RESTAURANT","21882 HEMPSTEAD AVENUE,QUEENS NY,11429",-73.7307987,40.7120021
"1696","CHINA DELIGHT","722 4TH AVE,BROOKLYN NY,11232",-73.9968749,40.6618251
"1697","CHINA DELIGHT","4009 5 AVENUE,BROOKLYN NY,11232",-74.0045576,40.6503808
"1698","CHINA DELIGHT","4009 5TH AVE,BROOKLYN NY,11232",-74.0045576,40.6503808
"1699","China Delight","21882 HEMPSTEAD AVE,QUEENS NY,11429",-73.7307987,40.7120021
"1700","CHINA CITY RESTAURANT","914 BROADWAY,BROOKLYN NY,11206",-73.936339,40.697299
"1701","CHINA CITY RESTAURANT","903 MYRTLE AVENUE,BROOKLYN NY,11206",-73.9466776,40.6958577
"1702","CHINA CITY","1732 86TH ST,BROOKLYN NY,11214",-74.0040201,40.6078164
"1703","CHINA CITY","308 EAST  188 STREET,BRONX NY,10458",-73.895079,40.860436
"1704","CHINA CITY","1282 NOSTRAND AVE,BROOKLYN NY,11226",-73.9503564,40.655799
"1705","CHINA CITY","790 SARATOGA AVENUE,BROOKLYN NY,11212",-73.9156762,40.6612586
"1706","CHINA CHALET","4326 AMBOY ROAD,STATEN ISLAND NY,10312",-74.1598229,40.5457055
"1707","CHINA CHALET","47 BROADWAY,MANHATTAN NY,10006",-74.0130412,40.7065991
"1708","CHINA BLUE","451 WASHINGTON ST,MANHATTAN NY,10013",-74.00996,40.723984
"1709","CHINA BELL","1068 CASTLETON AVE,STATEN ISLAND NY,10310",-74.1181774,40.6342861
"1710","CHINA BAR/SABU SABU OYSTER BAR","13348 37 AVENUE,QUEENS NY,11354",-73.8331438,40.7606188
"1711","CHINA AAA","8210 ROOSEVELT AVE,QUEENS NY,11372",-73.8798989,40.7480791
"1712","CHINA 1 KITCHEN","609 MAIN STREET,MANHATTAN NY,10044",-73.9488206,40.7633218
"1713","CHIN CHIN THAI KITCHEN","5717 ROOSEVELT AVE,QUEENS NY,11377",-73.9070043,40.7455382
"1714","CHIN CHIN PALACE 88 INC","1756 FOREST AVE,STATEN ISLAND NY,10303",-74.147103,40.6248768
"1715","CHIMU","180 IRVING AVENUE,BROOKLYN NY,11237",-73.9194013,40.7015751
"1716","CHIMU","482 UNION AVE,BROOKLYN NY,11211",-73.951445,40.7149027
"1717","CHIMICHURRI GRILL","609 9 AVENUE,MANHATTAN NY,10036",-73.9922942,40.7593409
"1718","CHIMI MUNDO AND RESTAURANT","9805 ATLANTIC AVE,QUEENS NY,11421",-73.8448511,40.6895557
"1719","CHIMAC","422426 BELL BLVD,QUEENS NY,11361",-73.7731953,40.7678433
"1720","CHILPANCINGO RESTAURANT","366A E 204TH ST,BRONX NY,10467",-73.8774625,40.8714885
"1721","CHILLZ RESTAURANT","4744 WHITE PLAINS RD,BRONX NY,10470",-73.849358,40.904551
"1722","CHILLAX MANHATTAN BEACH CAFE","184 OXFORD ST,BROOKLYN NY,11235",-73.938232,40.57884
"1723","CHILL BOX","202 E 60TH ST,MANHATTAN NY,10022",-73.9658719,40.7618462
"1724","CHILL BAR & HOOKAH LOUNGE","7810 5TH AVE,BROOKLYN NY,11209",-74.0238386,40.6270835
"1725","CHILIS INDIAN CUISINE","123 ALLEN ST,MANHATTAN NY,10002",-73.990415,40.71985
"1726","CHILI'S GRILL & BAR","8016 COOPER AVENUE,QUEENS NY,11385",-73.8694469,40.7092514
"1727","CHILI'S GRILL & BAR","1497 RICHMOND AVENUE,STATEN ISLAND NY,10314",-74.1591904,40.6116111
"1728","CHILI THAI","712 9 AVENUE,MANHATTAN NY,10019",-73.989253,40.7625
"1729","CHILES Y CHOCOLATE CUCINA URBANA","413 MYRTLE AVE,BROOKLYN NY,11205",-73.969277,40.6932939
"1730","CHIKURIN JAPANESE RESTAURANT","1702 AVENUE Z,BROOKLYN NY,11235",-73.9520991,40.5880117
"1731","CHIKURIN","2274 86 STREET,BROOKLYN NY,11214",-73.9921185,40.6006362
"1732","CHIKURIN","365 NEW DORP LN,STATEN ISLAND NY,10306",-74.11028,40.5709813
"1733","CHIKURIN","1777 OCEAN AVE,BROOKLYN NY,11230",-73.9546908,40.6187617
"1734","CHIKURIN","1105 QUENTIN ROAD,BROOKLYN NY,11229",-73.9616048,40.6080401
"1735","CHIKALICIOUS DESSERT BAR","203 EAST   10 STREET,MANHATTAN NY,10003",-73.9863265,40.7296961
"1736","CHIKA","814 NOSTRAND AVE,BROOKLYN NY,11216",-73.950616,40.6709649
"1737","CHIILI","3756 74TH ST,QUEENS NY,11372",-73.8919181,40.7474201
"1738","CHIHUAHUA","4702 GREENPOINT AVE,QUEENS NY,11104",-73.9177601,40.7423593
"1739","CHIFLEZ","9502 ROOSEVELT AVE,QUEENS NY,11372",-73.8710796,40.7488391
"1740","CHIFA RESTAURANT","7320 NORTHERN BOULEVARD,QUEENS NY,11372",-73.8930156,40.7545018
"1741","CHIENG GARDEN KITCHEN","183 BROAD ST,STATEN ISLAND NY,10304",-74.0809593,40.6243738
"1742","CHIDORI JAPANESE CUISINE","9709 64TH AVE,QUEENS NY,11374",-73.8602608,40.7299132
"1743","CHICOJULIO","768 AMSTERDAM AVENUE,MANHATTAN NY,10025",-73.969911,40.795201
"1744","chicky's","355 EAST 86TH ST,MANHATTAN NY,10028",-73.9496809,40.7772573
"1745","CHICKS TO GO","9702 ROCKAWAY BEACH BLVD,QUEENS NY,11693",-73.8189888,40.584876
"1746","CHICKPEA, RED MANGO","45 EAST   45 STREET,MANHATTAN NY,10017",-73.9774787,40.7547501
"1747","CHICKPEA, RED MANGO","1413 MADISON AVENUE,MANHATTAN NY,10029",-73.953072,40.7883387
"1748","CHICKPEA","4209 28 STREET,QUEENS NY,11101",-73.9389437,40.7494011
"1749","CHICKPEA","210 EAST   14 STREET,MANHATTAN NY,10003",-73.9868032,40.7328159
"1750","CHICKPEA","601 LEXINGTON AVENUE,MANHATTAN NY,10022",-73.970256,40.7584832
"1751","CHICKPEA","0 PENN STATION,MANHATTAN NY,10001",-73.9936066,40.749038
"1752","CHICKPEA","110 WILLIAM STREET,MANHATTAN NY,10038",-74.0067282,40.7087737
"1753","CHICKENFEST","86 HUGH J GRANT CIR,BRONX NY,10472",-73.8606146,40.8324508
"1754","CHICKEN/FRIES CONCESSION","4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
"1755","CHICKEN/CELEBRITY CHEF, DUNKIN DONUTS","4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
"1756","CHICKEN/CELEBRITY CHEF, DELI CONCESSION","4 PENN PLAZA,MANHATTAN NY,10121",-73.993384,40.75048
"1757","CHICKEN-R-US","610 RICHMOND RD,STATEN ISLAND NY,10304",-74.0881144,40.6116598
"1758","CHICKEN SHACK","3619 BROADWAY,QUEENS NY,11106",-73.9205391,40.7600014
"1759","CHICKEN RANCH","315 AUDUBON AVE,MANHATTAN NY,10033",-73.932371,40.8484482
"1760","CHICKEN PROVENCE","154 E 39TH ST,MANHATTAN NY,10016",-73.9763051,40.7489339
"1761","CHICKEN PERFECT!","9040 160TH ST,QUEENS NY,11432",-73.7997844,40.704201
"1762","CHICKEN PERFECT","9040 160TH ST,QUEENS NY,11432",-73.7997844,40.704201
"1763","CHICKEN NOW","200 BAYCHESTER AVE,BRONX NY,10475",-73.8276698,40.8638441
"1764","CHICKEN NOODLE","133-35 ROOSEVELT AVENUE,QUEENS NY,11354",-73.8331317,40.7588187
"1765","CHICKEN LOVERS RESTAURANT","21509 NORTHERN BOULEVARD,QUEENS NY,11361",-73.7671273,40.7605747
"1766","CHICKEN HOUSE","270 WEST   36 STREET,MANHATTAN NY,10018",-73.9923103,40.7532598
"1767","CHICKEN HOLIDAY EXPRESS","3785 VICTORY BOULEVARD,STATEN ISLAND NY,10314",-74.1822255,40.5975145
"1768","CHICKEN FESTIVAL","1584 1 AVENUE,MANHATTAN NY,10028",-73.950799,40.7744762
"1769","CHICKEN FESTIVAL","2919 DITMARS BOULEVARD,QUEENS NY,11105",-73.9109154,40.7766011
"1770","CHICKEN FESTIVAL","196-17 NORTHERN BLVD,QUEENS NY,11358",-73.7850309,40.7579733
"1771","CHICKEN EXPRESS","582 BROADWAY,BROOKLYN NY,11206",-73.9476627,40.7037462
"1772","CHICKEN DELICIOUS","286 KINGS HIGHWAY,BROOKLYN NY,11223",-73.9798845,40.6049455
"1773","CHICKEN DELICATESSEN","43 EAST   28 STREET,MANHATTAN NY,10016",-73.9845373,40.7436627
"1774","CHICKEN BAR","717 8 AVENUE,MANHATTAN NY,10036",-73.988555,40.759486
"1775","CHICKEN AND SHAKES","183-16 HORACE HARDING EXPRESSWAY,QUEENS NY,11365",-73.7903336,40.7393496
"1776","CHICKEN & FRIES","4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
"1777","CHICK-N-RIBS","780 MORRIS PARK AVE,BRONX NY,10462",-73.8630492,40.8456231
"1778","CHICK-FIL-A","1000 AVENUE OF THE AMERICAS,MANHATTAN NY,10018",-73.9860508,40.751744
"1779","CHICK P","490 BERGEN STREET,BROOKLYN NY,11217",-73.9742804,40.680569
"1780","CHICK IN","23316 HILLSIDE AVE,QUEENS NY,11427",-73.7363262,40.7332503
"1781","CHICANO'S MEXICAN RESTAURANT","4718 NEW UTRECHT AVE,BROOKLYN NY,11219",-73.994838,40.637916
"1782","CHICA TOKYO","1567 LEXINGTON AVE,MANHATTAN NY,10029",-73.9487217,40.7884552
"1783","CHIC-FIL-A, QUIZNOS SUBS, JW'S, TOSSED","511 UNIVERSITY PLACE,MANHATTAN NY,10003",-73.9938332,40.7327152
"1784","CHIAN FEDERATION","4401 BROADWAY,QUEENS NY,11103",-73.9153994,40.7575639
"1785","CHI KEN","5401 8TH AVE,BROOKLYN NY,11220",-74.005901,40.63866
"1786","CHEZ OSKAR","211 DEKALB AVENUE,BROOKLYN NY,11205",-73.9709625,40.6897199
"1787","CHEZ NOUS RESTAURANT & FRITAILLE","20103 LINDEN BLVD,QUEENS NY,11412",-73.7467114,40.6959922
"1788","CHEZ NAPOLEAN","365 WEST   50 STREET,MANHATTAN NY,10019",-73.9883256,40.7634489
"1789","CHEZ MOI","135 ATLANTIC AVENUE,BROOKLYN NY,11201",-73.9956143,40.690794
"1790","CHEZ MACOULE RESTAURANT","1115 ROGERS AVENUE,BROOKLYN NY,11226",-73.9514012,40.6426514
"1791","CHEZ LUCIENNE","308 LENOX AVENUE,MANHATTAN NY,10027",-73.9451281,40.8081339
"1792","CHEZ JOSEPHINE","414 WEST   42 STREET,MANHATTAN NY,10036",-73.9935399,40.7585254
"1793","CHEZ JAQUELINE","72 MAC DOUGAL STREET,MANHATTAN NY,10012",-74.0017735,40.7282564
"1794","CHEZ AMINA","1460A BOSTON RD,BRONX NY,10460",-73.8950492,40.8341253
"1795","CHEZ ALEX","72 RALPH AVE,BROOKLYN NY,11221",-73.9238011,40.6876424
"1796","CHEZ ALAIN RESTAURAUNT","2046 7TH AVE,MANHATTAN NY,10027",-73.9497259,40.8072604
"1797","CHEVYS FRESH MEX","243 WEST   42 STREET,MANHATTAN NY,10036",-73.9889478,40.7568896
"1798","CHEUNG LEE","108 KINGSTON AVENUE,BROOKLYN NY,11213",-73.941822,40.6760012
"1799","CHEUNG KING","9717 JAMAICA AVE,QUEENS NY,11421",-73.8479918,40.6949137
"1800","CHEUNG KHEI RESTAURANT","25324 UNION TPKE,QUEENS NY,11004",-73.7168773,40.7442436
"1801","CHEUNG HING KITCHEN","19914 HOLLIS AVENUE,QUEENS NY,11412",-73.7555253,40.7063922
"1802","CHEUNG HING KITCHEN","11460 MERRICK BOULEVARD,QUEENS NY,11434",-73.7652777,40.6815468
"1803","CHESTNUTS KING","4140 MAIN STREET,QUEENS NY,11355",-73.829342,40.7570059
"1804","CHERYL'S GLOBAL SOUL","236 UNDERHILL AVENUE,BROOKLYN NY,11238",-73.9674485,40.6735895
"1805","CHERRYWAVE","7920 ELIOT AVE,QUEENS NY,11379",-73.8792713,40.7246947
"1806","CHERRY VALLEY DELI","1229 150TH ST,QUEENS NY,11357",-73.8133005,40.7876306
"1807","CHERRY TAVERN","441 EAST    6 STREET,MANHATTAN NY,10009",-73.9843122,40.7258174
"1808","CHERRY IZAKAYA","138 N 8TH ST,Missing NY,11249",-73.9660683,40.7119031
"1809","CHEROKEE DELI","1626 BROADWAY,BROOKLYN NY,11207",-73.914368,40.684789
"1810","CHERIN SUSHI","306 EAST    6 STREET,MANHATTAN NY,10003",-73.9881294,40.7270908
"1811","CHERI","231 MALCOLM X BLVD,MANHATTAN NY,10027",-73.9474195,40.8056916
"1812","CHERCHE MIDI","282 BOWERY,MANHATTAN NY,10012",-73.9929992,40.7239624
"1813","CHEONG HEI RESTAURANT","8148 BAXTER AVE,QUEENS NY,11373",-73.883189,40.746203
"1814","CHENNAI GARDEN","127 EAST   28 STREET,MANHATTAN NY,10016",-73.9827477,40.7429661
"1815","Cheng's Chinese Restaurant","2040 FOREST AVE,STATEN ISLAND NY,10303",-74.1570754,40.6251328
"1816","CHENG JI RESTAURANT","13620 ROOSEVELT AVE,QUEENS NY,11354",-73.8290939,40.759362
"1817","CHENG DU SPICY FOOD","3717 PRINCE ST,QUEENS NY,11354",-73.832536,40.7603372
"1818","CHEN'S TAI CHI TEA","88 E BROADWAY,MANHATTAN NY,10002",-73.9942872,40.7139381
"1819","CHEN'S NEW CHINA","5690 MOSHOLU AVE,BRONX NY,10471",-73.9010451,40.9052118
"1820","CHEN'S KITCHEN","200 DYCKMAN ST,MANHATTAN NY,10040",-73.927178,40.8648327
"1821","CHEN'S KITCHEN","971 E 167TH ST,BRONX NY,10459",-73.8911009,40.8270219
"1822","CHEN'S GARDEN","3920 9 AVENUE,BROOKLYN NY,11232",-73.9957166,40.6456752
"1823","CHEN'S GARDEN","3920 9TH AVE,BROOKLYN NY,11232",-73.9957166,40.6456752
"1824","CHEN'S GARDEN","1547 ARTHUR KILL RD,STATEN ISLAND NY,10312",-74.191682,40.562981
"1825","CHEN'S GARDEN","11046 FLATLANDS AVENUE,BROOKLYN NY,11207",-73.8906796,40.6504273
"1826","CHEN'S GARDEN","304 WILLIS AVENUE,BRONX NY,10454",-73.9215378,40.8104528
"1827","CHEN'S FOO HAI","2036 BOSTON ROAD,BRONX NY,10460",-73.8794436,40.8408538
"1828","CHEN'S EXPRESS KITCHEN","223 E 14TH ST,MANHATTAN NY,10003",-73.9860435,40.733166
"1829","CHEN'S CHINESE","1434 RICHMOND ROAD,STATEN ISLAND NY,10304",-74.0987794,40.594218
"1830","CHEN YUAN CHINESE FOOD","714 KNICKERBOCKER AVENUE,BROOKLYN NY,11221",-73.9106099,40.6941445
"1831","CHEN XIN LUNG CHINESE RESTAURANT","3828B DYRE AVE,BRONX NY,10466",-73.831028,40.8889563
"1832","CHEN WONG RESTAURANT","197 MADISON STREET,MANHATTAN NY,10002",-73.9902901,40.7127783
"1833","CHEN WON DIM SUM & BAKERY","2480 86 STREET,BROOKLYN NY,11214",-73.9875898,40.5978873
"1834","CHEN SIX FLAGS CHINESE RESTAURANT","558 BEACH 25 STREET,QUEENS NY,11691",-73.7612432,40.5999291
